sample Items	X0	X1		out		list0			list1			list2			list3			list4			list5			list6			list7			list8		
49	-982	-282	==>	7																								-982	-282			
50	807	652	==>	7																								807	652			
51	253	813	==>	7																								253	813			
52	-67	258	==>	5																		-67	258									
53	88	841	==>	7																								88	841			
54	-519	169	==>	6																					-519	169						
55	-881	-238	==>	7																								-881	-238			
56	-135	-391	==>	5																		-135	-391									
57	746	-403	==>	7																								746	-403			
58	18	-206	==>	4															18	-206												
59	725	558	==>	7																								725	558			
60	-727	-194	==>	7																								-727	-194			
61	-80	991	==>	7																								-80	991			
62	-882	858	==>	7																								-882	858			
63	807	197	==>	7																								807	197			
64	-819	74	==>	7																								-819	74			
65	-956	25	==>	7																								-956	25			
66	699	-517	==>	7																								699	-517			
67	279	145	==>	5																		279	145									
68	737	580	==>	7																								737	580			
69	80	-340	==>	5																		80	-340									
70	144	-350	==>	5																		144	-350									
71	407	994	==>	7																								407	994			
72	645	848	==>	7																								645	848			
73	-241	851	==>	7																								-241	851			
74	-222	104	==>	4															-222	104												
75	-786	735	==>	7																								-786	735			
76	-803	-545	==>	7																								-803	-545			
77	-635	638	==>	7																								-635	638			
78	-341	837	==>	7																								-341	837			
79	60	-912	==>	7																								60	-912			
80	-530	-146	==>	6																					-530	-146						
81	-672	-772	==>	7																								-672	-772			
82	198	-525	==>	6																					198	-525						
83	-970	54	==>	7																								-970	54			
84	-86	621	==>	6																					-86	621						
85	-951	-932	==>	7																								-951	-932			
86	634	-551	==>	7																								634	-551			
87	490	17	==>	5																		490	17									
88	251	-444	==>	6																					251	-444						
89	-661	917	==>	7																								-661	917			
90	-936	-553	==>	7																								-936	-553			
91	403	483	==>	6																					403	483						
92	178	-314	==>	5																		178	-314									
93	-271	-30	==>	5																		-271	-30									
94	-809	561	==>	7																								-809	561			
95	354	813	==>	7																								354	813			
96	-887	-78	==>	7																								-887	-78			
97	-189	45	==>	4															-189	45												
98	907	-851	==>	7																								907	-851			
99	-160	729	==>	6																					-160	729						
100	-911	553	==>	7																								-911	553			
101	-463	342	==>	6																					-463	342						
102	810	965	==>	7																								810	965			
103	-560	100	==>	6																					-560	100						
104	-161	-768	==>	7																								-161	-768			
105	468	-101	==>	5																		468	-101									
106	-596	-135	==>	6																					-596	-135						
107	435	-429	==>	6																					435	-429						
108	-34	-474	==>	5																		-34	-474									
109	-229	-744	==>	7																								-229	-744			
110	-110	-302	==>	5																		-110	-302									
111	-687	-596	==>	7																								-687	-596			
112	643	244	==>	6																					643	244						
113	874	-462	==>	7																								874	-462			
114	281	-6	==>	5																		281	-6									
115	874	306	==>	7																								874	306			
116	917	-171	==>	7																								917	-171			
117	168	742	==>	7																								168	742			
118	381	-296	==>	5																		381	-296									
119	509	35	==>	6																					509	35						
120	811	-127	==>	7																								811	-127			
121	139	-190	==>	4															139	-190												
122	173	290	==>	5																		173	290									
123	280	-716	==>	7																								280	-716			
124	-314	-718	==>	7																								-314	-718			
125	688	-898	==>	7																								688	-898			
126	564	802	==>	7																								564	802			
127	249	-379	==>	5																		249	-379									
128	329	-720	==>	7																								329	-720			
129	548	-115	==>	6																					548	-115						
130	-31	817	==>	7																								-31	817			
131	-873	2	==>	7																								-873	2			
132	644	41	==>	6																					644	41						
